"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
wkswhenpreg,first_visit,,text,,,,number,1,20,,,,,,,
dateprenatcarem,first_visit,,text,,,"Anotar mes de inicio.",number,1,12,,,,,,,
dateprenatcarey,first_visit,,text,A,,"Anotar a",number,2010,2013,,,,,,,
prevvit,first_visit,"SUPLEMENTOS DIETETICOS",radio,,"1, S",,,,,,,,,,,
fvex30min,first_visit,"ACTIVIDAD F",radio,"En los ","1, S",,,,,,,,,,,
fvextime,first_visit,,text,,,"Tiempo (minutos)",number,1,1200,,[fvex30min]='1',,,,,
fvexfreq,first_visit,,text,,,"Veces por semana",number,1,7,,[fvex30min]='1',,,,,
fvchoretime,first_visit,,text,,,"Minutos al dia",number,0,1200,,,,,,,
fvchorefreq,first_visit,,text,,,"Veces por semana",number,0,7,,,,,,,
fvfhr,first_visit,"EMBARAZO ACTUAL Y RESULTADOS DEL EXAMEN F",text,"Ritmo cardiaco fetal",,"Unidad (latidos por minuto)",,,,,,,,,,
fvpregstwt,first_visit,,text,"Peso Pre-Gestacional",,libras,number,80,300,,,,,,,
fvcurrwt,first_visit,,text,"Peso actual de la madre",,libras,number,80,300,,,,,,,
fvcurrht_foot,first_visit,,text,"Estatura -Entrar los Pies",,Pies,number,4,6,,,,,,,
fvcurrht_inch,first_visit,,text,"Estatura- Entrar Pulgadas",,Pulgadas,number,0,11,,,,,,,
fvuterheight,first_visit,,text,"Fondo Uterino",,cm,,,,,,,,,,
fvcurrwst,first_visit,,text,"Circunferencia actual (cintura)",,cm,,,,,,,,,,
fvcurrabd,first_visit,,text,"Circunferencia actual (abdominal)",,cm,,,,,,,,,,
fvcurrarm,first_visit,,text,"Circunferencia actual (media de brazo)",,cm,,,,,,,,,,
fvbcpskin,first_visit,,text,"Pliegue cut",,cm,,,,,,,,,,
fvtcpskin,first_visit,,text,"Pliegue cut",,cm,,,,,,,,,,
fvsscpskin,first_visit,,text,"Pliegue cut",,cm,,,,,,,,,,
fvbpsys,first_visit,,text,Presi,,mmHg,number,50,230,,,,,,,
fvbpdias,first_visit,,text,Presi,,mmHg,number,30,140,,,,,,,
fvtmp,first_visit,,text,Temperatura,,"Grados Celsios",number,31,41,,,,,,,
fvurine,first_visit,,radio,"Se tomo la muestra de Orina","1, S",,,,,,,,,,,
fvurdate,first_visit,,text,"Fecha de toma de orina",,MM-DD-YYYY,date_mdy,,,,[fvurine]='1',,,,,
fvblood,first_visit,,radio,"Se tomo la muestra de Sangre","1, S",,,,,,,,,,,
fvbldate,first_visit,,text,"Fecha de toma de sangre",,MM-DD-YYYY,date_mdy,,,,[fvblood]='1',,,,,
fvendtime,first_visit,,text,"Hora al final de la entrevista  ",,"Hora Militar (hh:mm) (1:00pm = 13:00)",time,,,,,,,,,
mr1dateabst,med_rec_v1,,text,"Fecha en que se realiz",,MM-DD-YYYY,date_mdy,,,,,,,,,
mr1data_abstctr,med_rec_v1,,text,"Data Abstractor",,"25 characters",,,,,,,,,,
mr1repdateivisit,med_rec_v1,,text,"Date of Initial Prenatal Visit?",,MM-DD-YYYY,date_mdy,,,,,,,,,
mr1pregnanc,med_rec_v1,,text,"Number of Pregnancies:",,"2 characters",number,,,,,,,,,
mr1delivery,med_rec_v1,,text,"Number of Deliveries:",,,number,,,,,,,,,
mr1abort,med_rec_v1,,text,"Number of Abortions",,,number,,,,,,,,,
mr1cesarean,med_rec_v1,,text,"Number of Cesareans:",,,number,,,,,,,,,
mr1fisrtsong,med_rec_v1,"First Sonogram",radio,"First Sonogram","0, No ordered Yet | 1, Yes",,,,,,,,,,,
mr1fisrtsongdate,med_rec_v1,,text,"Date First Sonogram Performed:",,MM-DD-YYYY,date_mdy,,,,[mr1fisrtsong]='1',,,,,
mr1placenta,med_rec_v1,,radio,"Reporte Grado de Placenta","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1placgrade,med_rec_v1,,text,"Placenta Grade:",,"25 characters",,,,,[mr1placenta]='1',,,,,
mr1placposit,med_rec_v1,,text,Position:,,"25 characters",,,,,[mr1placenta]='1',,,,,
mr1amnioflu,med_rec_v1,,radio,"Amniotic Fluid:","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1repamnioflu,med_rec_v1,,text,"Amniotic Fluid Report:",,"25 characters",,,,,[mr1amnioflu]='1',,,,,
mr1cervleng,med_rec_v1,,radio,"Cervical Length","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1repcervlengmm,med_rec_v1,,text,"Cervical Length (mm)",,,number,,,,[mr1cervleng]='1',,,,,
mr1repcervlengcm,med_rec_v1,,text,"Cervical Length (cm)",,,number,,,,[mr1cervleng]='1',,,,,
mr1funelling,med_rec_v1,,radio,Funnelling:,"0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1hemodynamic,med_rec_v1,,radio,"Hemodynamic Changes","0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1comments,med_rec_v1,,radio,Comments:,"0, No | 1, Yes",,,,,,,,,,,
mr1commentsrep,med_rec_v1,,text,"Specify Comments:",,"250 characters",,,,,[mr1comments]='1',,,,,
mr1gestagesonw,med_rec_v1,,text,"GA by Fisrt Sonogram (WW)",,Weeks,number,,,,,,,,,
mr1gestagesond,med_rec_v1,,text,"GA by Fisrt Sonogram (DD)",,Days,number,,,,,,,,,
mr1gestagewlmp,med_rec_v1,,text,"GA by LMP WW (Med Rec)",,Weeks,number,,,,,,,,,
mr1gestagedlmp,med_rec_v1,,text,"GA by LMP DD (Med Rec)",,Days,number,,,,,,,,,
mr1bloodp,med_rec_v1,"PRENATAL VISIT - Vital Signs",radio,"Blood Presure:","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1bpsyst,med_rec_v1,,text,Systolic:,,mmHg,number,50,230,,[mr1bloodp]='1',,,,,
mr1bpdiast,med_rec_v1,,text,Diastolic:,,mmHg,number,30,140,,[mr1bloodp]='1',,,,,
mr1pulser,med_rec_v1,,radio,Pulse:,"0, Not Reported | 1, Yes",,,,,,,,,,,
mr1pulse,med_rec_v1,,text,"Rate Pulse:",,beats/mins,,,,,[mr1pulser]='1',,,,,
mr1respr,med_rec_v1,,radio,Respirations:,"0, Not Reported | 1, Yes",,,,,,,,,,,
mr1resp,med_rec_v1,,text,Respirations/min,,b/min,,,,,[mr1respr]='1',,,,,
mr1tempr,med_rec_v1,,radio,Temperature:,"0, Not Reported | 1, Yes",,,,,,,,,,,
mr1temp,med_rec_v1,,text,"Temperature Recorded:",,"Grados Celsius",number,31,41,,[mr1tempr]='1',,,,,
mr1iwght,med_rec_v1,,radio,"Initial Weight:","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1wghtlbr,med_rec_v1,,text,"Initial Weight (Lbs)",,pounds,number,80,300,,[mr1iwght]='1',,,,,
mr1wghtoz,med_rec_v1,,text,"Initial Weight (Oz)",,ounces,,,,,[mr1iwght]='1',,,,,
mr1iwghtdate,med_rec_v1,,radio,"Date of Initial Weight:","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1datewhtinic,med_rec_v1,,text,Date:,,MM-DD-YYYY,date_mdy,,,,[mr1iwghtdate]='1',,,,,
mr1currntwght,med_rec_v1,,radio,"Current Weight","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1currntwghtlb,med_rec_v1,,text,"Current Weight (Lbs)",,pounds,,,,,[mr1currntwght]='1',,,,,
mr1currntwghtnoz,med_rec_v1,,text,"Current Weight (Oz)",,ounces,,,,,[mr1currntwght]='1',,,,,
mr1datecurrntwght1,med_rec_v1,,radio,"Date of Current Weight:","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1datecurrntwght,med_rec_v1,,text,Date,,MM-DD-YYYY,date_mdy,,,,[mr1datecurrntwght1]='1',,,,,
mr1fhy,med_rec_v1,"FETAL MEASURES",radio,"Fundal Height","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1fh,med_rec_v1,,text,"Fundal Height (cms)",,cms,,,,,[mr1fhy]='1',,,,,
mr1fhty,med_rec_v1,,radio,"Fetal Heart Tones:","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1fht,med_rec_v1,,text,"Fetal Heart Tones beats/min:",,beats/mins,number,120,160,,[mr1fhty]='1',,,,,
mr1fposit,med_rec_v1,,radio,"Fetal Position:","1, Vx | 2, Br | 3, Tr | 0, Floating| 4, Not Reported",,,,,,,,,,,
mr1vagbleed,med_rec_v1,"PHYSICAL EXAM",radio,"Vaginal Bleeding:","0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1watvagdsc,med_rec_v1,,radio,"Watery Vaginal Discharge:","0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1suppubp,med_rec_v1,,radio,"Suprapubic Pain:","0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1bckpain,med_rec_v1,,radio,"Low Back Pain:","0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1actfetus,med_rec_v1,,radio,"Active Fetus:","0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1nausea,med_rec_v1,,radio,Nausea/Vomiting,"0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1headache,med_rec_v1,,radio,Headache,"0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1dizziness,med_rec_v1,,radio,Dizziness,"0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1edem,med_rec_v1,,radio,Edema,"0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1edemy,med_rec_v1,,checkbox,"Location of the Edema","1, Face | 2, Hand | 3, Feet",,,,,,[mr1edem]='1',,,,,
mr1pnvts,med_rec_v1,,radio,"Taking Prenatal Vitamins (PNV) Daily:","0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1appet,med_rec_v1,,radio,"Good Appetite","0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1medused,med_rec_v1,"PRESCRIBED MEDICATION",radio,"Prescribed Medications:","0, No | 1, Yes | 2, Not Reported",,,,,,,,,,,
mr1meduseddate1,med_rec_v1,,text,"Date Prescribed (1)",,MM-DD-YYYY,date_mdy,,,,[mr1medused]='1',,,,,
mr1medused1,med_rec_v1,,text,"Name of Medication (1)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1meddose1,med_rec_v1,,text,"Dose (1)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1medfreq1,med_rec_v1,,text,"Frequency (1)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1meduseddate2,med_rec_v1,,text,"Date Prescribed (2)",,MM-DD-YYYY,date_mdy,,,,[mr1medused]='1',,,,,
mr1medused2,med_rec_v1,,text,"Name of Medication (2)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1meddose2,med_rec_v1,,text,"Dose (2)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1medfreq2,med_rec_v1,,text,"Frequency (2)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1meduseddate3,med_rec_v1,,text,"Date Prescribed (3)",,MM-DD-YYYY,date_mdy,,,,[mr1medused]='1',,,,,
mr1medused3,med_rec_v1,,text,"Name of Medication (3)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1meddose3,med_rec_v1,,text,"Dose (3)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1medfreq3,med_rec_v1,,text,"Frequency (3)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1meduseddate4,med_rec_v1,,text,"Date Prescribed (4)",,MM-DD-YYYY,date_mdy,,,,[mr1medused]='1',,,,,
mr1medused4,med_rec_v1,,text,"Name of Medication (4)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1meddose4,med_rec_v1,,text,"Dose (4)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1medfreq4,med_rec_v1,,text,"Frequency (4)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1meduseddate5,med_rec_v1,,text,"Date Prescribed (5)",,MM-DD-YYYY,date_mdy,,,,[mr1medused]='1',,,,,
mr1medused5,med_rec_v1,,text,"Name of Medication (5)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1meddose5,med_rec_v1,,text,"Dose (5)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1medfreq5,med_rec_v1,,text,"Frequency (5)",,"25 characters",,,,,[mr1medused]='1',,,,,
mr1rubella,med_rec_v1,"PRENATAL LABORATORY TESTS",radio,Rubella:,"1, Positive | 2, Negative | 3, Not Reported",,,,,,,,,,,
mr1rubelladate,med_rec_v1,,text,"Test Date Rubella:",,MM-DD-YYYY,date_mdy,,,,[mr1rubella]<'3',,,,,
mr1indcoombs,med_rec_v1,,radio,"Indirect Coombs:","1, Positive | 2, Negative | 3, Not Reported",,,,,,,,,,,
mr1indcoombsdate,med_rec_v1,,text,"Test Date indirect Combs:",,MM-DD-YYYY,date_mdy,,,,[mr1indcoombs]<'3',,,,,
mr1vdrl,med_rec_v1,,radio,VDRL:,"1, Positive | 2, Non Reactive | 3, Not Ordered",,,,,,,,,,,
mr1vdrldate,med_rec_v1,,text,"VDRL Date:",,MM-DD-YYYY,date_mdy,,,,[mr1vdrl]<'3',,,,,
mr1hepb,med_rec_v1,,radio,"Hepatitis B:","1, Positive | 2, Non Reactive | 3, Not Ordered",,,,,,,,,,,
mr1hepbdate,med_rec_v1,,text,"Hepatitis B Date:",,MM-DD-YYYY,date_mdy,,,,[mr1hepb]<'3',,,,,
mr1hiv,med_rec_v1,,radio,HIV:,"1, Positive | 2, Non Reactive | 3, Not Ordered",,,,,,,,,,,
mr1hivdate,med_rec_v1,,text,"HIV Date:",,MM-DD-YYYY,date_mdy,,,,[mr1hiv]<'3',,,,,
mr1gc,med_rec_v1,,radio,"Neisseria (GC):","1, Positive | 2, Negative | 3, Not Ordered",,,,,,,,,,,
mr1gcdate,med_rec_v1,,text,"Neisseria (GC) Date:",,MM-DD-YYYY,date_mdy,,,,[mr1gc]<'3',,,,,
mr1ct,med_rec_v1,,radio,"Chlamydia trachomatis (CT):","1, Positive | 2, Negative | 3, Not Ordered",,,,,,,,,,,
mr1ctdate,med_rec_v1,,text,"Chlamydia trachomatis (CT) Date:",,MM-DD-YYYY,date_mdy,,,,[mr1ct]<'3',,,,,
mr1fbsr,med_rec_v1,FBS,radio,"Fasting Blood Sugar:","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1fbs,med_rec_v1,,text,FBS:,,mgs/dl,number,,,,[mr1fbsr]='1',,,,,
mr1fbsdate,med_rec_v1,,text,"Test Date FBS:",,MM-DD-YYYY,date_mdy,,,,[mr1fbsr]='1',,,,,
mr1tshr,med_rec_v1,,radio,TSH:,"0, Not Reported | 1, Yes",,,,,,,,,,,
mr1tsh,med_rec_v1,,text,"TSH Results:",,mIU/L,,,,,[mr1tshr]='1',,,,,
mr1tshdate,med_rec_v1,,text,"Test Date TSH:",,MM-DD-YYYY,date_mdy,,,,[mr1tshr]='1',,,,,
mr1progstrnr,med_rec_v1,,radio,Progesterone,"0, Not Reported | 1, Yes",,,,,,,,,,,
mr1progstrn,med_rec_v1,,text,"Progesterone Results:",,nmol/L,,,,,[mr1progstrnr]='1',,,,,
mr1progstrndate,med_rec_v1,,text,"Test Date Progesterone:",,MM-DD-YYYY,date_mdy,,,,[mr1progstrnr]='1',,,,,
mr1othrtest,med_rec_v1,,radio,"Other Test Ordered:","0, No | 1, Yes | 2, Not Reported","(If Yes, please specify)",,,,,,,,,,
mr1othrtest1,med_rec_v1,,text,"Test Name (1)",,"25 characters",,,,,[mr1othrtest]='1',,,,,
mr1othrtestdate1,med_rec_v1,,text,"Test Date (1)",,MM-DD-YYYY,date_mdy,,,,[mr1othrtest]='1',,,,,
mr1othrtestresult1,med_rec_v1,,text,"Test Result (1)",,"25 characters",,,,,[mr1othrtest]='1',,,,,
mr1othrtest2,med_rec_v1,,text,"Test Name (2)",,"25 characters",,,,,[mr1othrtest]='1',,,,,
mr1othrtestdate2,med_rec_v1,,text,"Test Date (2)",,"25 characters",,,,,[mr1othrtest]='1',,,,,
mr1othrtestresult2,med_rec_v1,,text,"Test Result (2)",,"25 characters",,,,,[mr1othrtest]='1',,,,,
mr1othrtest3,med_rec_v1,,text,"Test Name (3)",,"25 characters",,,,,[mr1othrtest]='1',,,,,
mr1othrtestdate3,med_rec_v1,,text,"Test Date (3)",,"25 characters",,,,,[mr1othrtest]='1',,,,,
mr1othrtestresult3,med_rec_v1,,text,"Test Result (3)",,"25 characters",,,,,[mr1othrtest]='1',,,,,
mr1btypgrp,med_rec_v1,"BLOOD TYPE/GROUP",radio,"Bllod Group:","0, Not Ordered | 1, A | 2, B | 3, AB | 4, O",,,,,,,,,,,
mr1bgrp,med_rec_v1,,radio,"Bllod Type:","1, Rh positive | 2, Rh negative",,,,,,[mr1btypgrp]>='1',,,,,
mr1btypdate,med_rec_v1,,text,"Blood Type/Group Date:",,MM-DD-YYYY,date_mdy,,,,[mr1btypgrp]>='1',,,,,
mr1cbc1,med_rec_v1,CBC,radio,"CBC Results:","0, Not Ordered | 1, Yes",,,,,,,,,,,
mr1testlabdate,med_rec_v1,,text,"CBD Date:",,MM-DD-YYYY,date_mdy,,,,[mr1cbc1]='1',,,,,
mr1cbc,med_rec_v1,,text,Hgb:,,gm/dl,number,,,,[mr1cbc1]='1',,,,,
mr1rbc,med_rec_v1,,text,RBC:,,%,number,,,,[mr1cbc1]='1',,,,,
mr1hct,med_rec_v1,,text,HCT:,,%,number,,,,[mr1cbc1]='1',,,,,
mr1mcv,med_rec_v1,,text,MCV:,,%,number,,,,[mr1cbc1]='1',,,,,
mr1mch,med_rec_v1,,text,MCHC:,,,number,,,,[mr1cbc1]='1',,,,,
mr1mchc,med_rec_v1,,text,MCHC:,,%,number,,,,[mr1cbc1]='1',,,,,
mr1plts,med_rec_v1,,text,Platelets:,,,number,,,,[mr1cbc1]='1',,,,,
mr1wbc,med_rec_v1,,text,"WBC (Totals)",,,number,,,,[mr1cbc1]='1',,,,,
mr1neutrph,med_rec_v1,"WBC DIFERENCIAL",text,Neutrophils:,,%,number,,,,[mr1cbc1]='1',,,,,
mr1lymphs,med_rec_v1,,text,Lymphocytes:,,%,number,,,,[mr1cbc1]='1',,,,,
mr1monocts,med_rec_v1,,text,Monocytes:,,%,number,,,,[mr1cbc1]='1',,,,,
mr1eosinphs,med_rec_v1,,text,Eosinophils:,,%,number,,,,[mr1cbc1]='1',,,,,
mr1basphs,med_rec_v1,,text,Basophils:,,%,number,,,,[mr1cbc1]='1',,,,,
mr1bands,med_rec_v1,,text,Bands:,,%,number,,,,[mr1cbc1]='1',,,,,
mr1othrlab1,med_rec_v1,,text,"Other Test Ordered (1):",,"25 characters",,,,,[mr1cbc1]='1',,,,,
mr1othrlab2,med_rec_v1,,text,"Other Test Ordered (2):",,"25 characters",,,,,[mr1cbc1]='1',,,,,
mr1ucult,med_rec_v1,"URINE CULTURE",radio,"Urine Culture:","0, Not Ordered | 1, Yes",,,,,,,,,,,
mr1urineculture,med_rec_v1,,text,"Urine Culture Date:",,MM-DD-YYYY,date_mdy,,,,[mr1ucult]='1',,,,,
mr1resluc,med_rec_v1,,radio,"Urine Culture Result:","0, No Growth after 48 hours of incubation | 1, Positive",,,,,,[mr1ucult]='1',,,,,
mr1morgm,med_rec_v1,,text,"Organism Isolated:",,"Hasta 25 letras",,,,,[mr1resluc]='1',,,,,
mr1count,med_rec_v1,,text,"Colony Count (UFC/ml):",,UFC/ml,number,,,,[mr1resluc]='1',,,,,
mr1urinalys,med_rec_v1,URINALYSIS,radio,Urinalysis:,"0, Not Reported | 1, Yes",,,,,,,,,,,
mr1uadate,med_rec_v1,,text,"Urinalysis Date:",,MM-DD-YYYY,date_mdy,,,,[mr1urinalys]='1',,,,,
mr1colr,med_rec_v1,,text,Color:,,"25 characters",,,,,[mr1urinalys]='1',,,,,
mr1aspct,med_rec_v1,,text,Clarity:,,"25 characters",,,,,[mr1urinalys]='1',,,,,
mr1densd,med_rec_v1,,text,"Specific Gravity:",,,number,,,,[mr1urinalys]='1',,,,,
mr1ph,med_rec_v1,,text,pH:,,,number,,,,[mr1urinalys]='1',,,,,
mr1gluc,med_rec_v1,,text,Glucose:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1prot,med_rec_v1,,text,Proteins:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1blood,med_rec_v1,,text,Blood:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1ketbs,med_rec_v1,,text,Ketones:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1urobil,med_rec_v1,,text,Urobilinogen:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1bil,med_rec_v1,,text,Bilirrubin:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1casts,med_rec_v1,,text,Casts:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1caststype,med_rec_v1,,text,"Cast Type:",,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1cil,med_rec_v1,,text,Cylinders:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1erits,med_rec_v1,,text,Erythrocytes:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1epithcells,med_rec_v1,,text,"Epithelial Cells:",,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1cryst,med_rec_v1,,text,Crystals:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1bacts,med_rec_v1,,text,Bacterias:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1fungs,med_rec_v1,,text,Fungi:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1filmts,med_rec_v1,,text,Filaments:,,"10 characters",,,,,[mr1urinalys]='1',,,,,
mr1uaaltns,med_rec_v1,,radio,Others:,"0, No | 1, Yes",,,,,,[mr1urinalys]='1',,,,,
mr1uaothrs,med_rec_v1,,text,"Others (Specify):",,"150 characters",,,,,[mr1uaaltns]='1',,,,,
mr1papr,med_rec_v1,"PAP SMEAR",radio,"Pap Smear:","0, Not Reported | 1, Yes",,,,,,,,,,,
mr1papdate,med_rec_v1,,text,"Pap Smear Date:",,MM-DD-YYYY,date_mdy,,,,[mr1papr]='1',,,,,
mr1spectype,med_rec_v1,,radio,"Specimen Type:","1, Convencional Smear (PAP Smear) | 2, Liquid Based Preparation | 3, Other (Specify)",,,,,,[mr1papr]='1',,,,,
mr1spectypeothr,med_rec_v1,,text,"Others (Specify):",,"25 characters",,,,,[mr1spectype]='3',,,,,
mr1sprcadq,med_rec_v1,,radio,"Specimen Adequacy:","1, Satisfactory for Evaluation | 2, Unsatisfactory for Evauation | 3, Other (Specify)",,,,,,[mr1papr]='1',,,,,
mr1sprcadqothr,med_rec_v1,,text,"Other Specimen Type (specify):",,"25 characters",,,,,[mr1sprcadq]='3',,,,,
mr1hormeval,med_rec_v1,,radio,"Hormonal Evaluation:","1, Normal | 2, Not Possible due to Inflamation/Infection | 3, Other Remarks (Specify)",,,,,,[mr1papr]='1',,,,,
mr1hormevalothr,med_rec_v1,,text,"Other Remarks (Specify)",,"25 characters",,,,,[mr1hormeval]='3',,,,,
mr1pap,med_rec_v1,"GENERAL CATEGORIZATION - BETHESDA",radio,"Classification Bethesda:","1,  Negative for intraepithelial lesion or malignancy | 2, Atypical Squamous Cells of Undetermined Significance (ASC US) | 3, Atypycal Squamous Cells (cannot exclude a High grade squamous intraepithelial lesion) ASC H | 4, Low Grade Squamous Intraepithelial Lesion (LSIL) | 5, High Grade Squamous Intraepithelial Lesion (HSIL) | 6, Squamos Cell Carcinoma | 7, Atypical Glandular Cells (AGC) | 8, Endocervical Adenocarcinoma In Situ (A/S) | 9, Adenocarcinoma",,,,,,,,,,,
mr1papnic,med_rec_v1,NIC,radio,NIC:,"1, Atypical | 2, NIC I | 3, NIC II | 4, NIC III | 5, Carcinoma In Situ | 6, Invasive Carcinoma",,,,,,,,,,,
svstarttime,inhome_visit,,text,"Hora de inicio             ",,"Hora Militar (hh:mm) (1:00pm = 13:00)",time,00:01,23:59,,,,,,,
svdate,inhome_visit,,text,"Fecha de la visita domiciliaria",,MM-DD-YYYY,date_mdy,,,,,y,,,,
svinterviewer,inhome_visit,,radio,,"1, Camille Rivera | 2, Dalitza Ram",,,,,,,,,,,
svotherinterviewer,inhome_visit,,text,"Nombre del Entrevistador",,,,,,,[svinterviewer]='7',,,,,
prem,inhome_visit,,radio,,"1, S",,,,,,,,,,,
premweeks,inhome_visit,,text,,,Semanas,number,20,36,,[prem]='1',,,,,
birthwtpounds,inhome_visit,,text,,,Libras,number,0,15,,,,,,,
birthwtonzas,inhome_visit,,text,Onzas,,Onzas,number,0,15,,,,,,,
multbirth,inhome_visit,,radio,"Cuando usted naci","1,",,,,,,,,,,,
multbirthother,inhome_visit,,text,Especifique,,,,,,,[multbirth]='97',,,,,
svhealth,inhome_visit,,radio,"Actualmente, usted dir","1, Excelente | 2, Muy buena | 3, Buena | 4, Razonable | 5, Pobre | 888, Reh",,,,,,,,,,,
tmpover101,inhome_visit,,text,"Desde que qued",,D,number,0,30,,,,,,,
prevasth,inhome_visit,"HISTORIAL M",radio,"Asma diagnosticada antes del embarazo","1, S",,,,,,,,,,,
prevasthmed,inhome_visit,,radio,"Medicamento para el asma","1, S",,,,,,[prevasth]='1',,,,,
pregasth_durante,inhome_visit,,radio,"Asma diagnosticada durante este embarazo","1, S",,,,,,,,,,,
pregasthmed_durante,inhome_visit,,radio,"Medicamento para el asma","1, S",,,,,,[pregasth_durante]='1',,,,,
prevemph,inhome_visit,,radio,"Enfisema diagnosticada antes del embarazo","1, S",,,,,,,,,,,
prevemphmed,inhome_visit,,radio,"Medicamento para la enfisema","1, S",,,,,,[prevemph]='1',,,,,
pregemph_durante,inhome_visit,,radio,"Enfisema diagnosticada durante este embarazo","1, S",,,,,,,,,,,
pregemphmed_durante,inhome_visit,,radio,"Medicamento para la enfisema","1, S",,,,,,[pregemph_durante]='1',,,,,
prevlung,inhome_visit,,radio,"Otras enfermedades pulmonares antes del embarazo","1, S",,,,,,,,,,,
prevlung97,inhome_visit,,text,"Especifique enfermedades pulmonares antes del embarazo",,,,,,,[prevlung]='1',,,,,
prevlungmed,inhome_visit,,radio,"Medicamento usado para condicion pulmonar","1, S",,,,,,[prevlung]='1',,,,,
preglung_durante,inhome_visit,,radio,"Otras enfermedades pulmonares durante este embarazo","1, S",,,,,,,,,,,
preglung97_durante,inhome_visit,,text,"Especifique enfermedades pulmonares durante este embarazo",,,,,,,[preglung_durante]='1',,,,,
preglungmed_durante,inhome_visit,,radio,"Medicamento usado para condicion pulmonar","1, S",,,,,,[preglung_durante]='1',,,,,
prevhyp,inhome_visit,"HISTORIAL M",radio,Hipertensi,"1, S",,,,,,,,,,,
prevhypmed,inhome_visit,,radio,"Medicamento para la Hipertensi","1, S",,,,,,[prevhyp]='1',,,,,
preghyp_durante,inhome_visit,,radio,Hipertensi,"1, S",,,,,,,,,,,
preghypmed_durante,inhome_visit,,radio,"Medicamento para la Hipertensi","1, S",,,,,,[preghyp_durante]='1',,,,,
prevheart,inhome_visit,,radio,"Derrame diagnosticado antes del embarazo","1, S",,,,,,,,,,,
prevheartmed,inhome_visit,,radio,"Medicamento contra derrames","1, S",,,,,,[prevheart]='1',,,,,
pregheart_durante,inhome_visit,,radio,"Derrame diagnosticado durante este embarazo","1, S",,,,,,,,,,,
